"","der_activity_month","var_1","name","prop","sector","value"
"1","2018-02-01","1","Inpatient admissions","15.8467168123602","NHS","8279"
"2","2018-02-01","1","Inpatient admissions","15.8467168123602","Independent Sector","1559"
"3","2018-02-01","1","Outpatient appointments","1.35318763446948","NHS","34846"
"4","2018-02-01","1","Outpatient appointments","1.35318763446948","Independent Sector","478"
"5","2018-02-01","2","Inpatient admissions","14.8942420681551","NHS","8691"
"6","2018-02-01","2","Inpatient admissions","14.8942420681551","Independent Sector","1521"
"7","2018-02-01","2","Outpatient appointments","1.58417305181207","NHS","39946"
"8","2018-02-01","2","Outpatient appointments","1.58417305181207","Independent Sector","643"
"9","2018-02-01","3","Inpatient admissions","15.6272860277981","NHS","9227"
"10","2018-02-01","3","Inpatient admissions","15.6272860277981","Independent Sector","1709"
"11","2018-02-01","3","Outpatient appointments","1.54281306248393","NHS","42119"
"12","2018-02-01","3","Outpatient appointments","1.54281306248393","Independent Sector","660"
"13","2018-02-01","4","Inpatient admissions","18.0185651080073","NHS","9450"
"14","2018-02-01","4","Inpatient admissions","18.0185651080073","Independent Sector","2077"
"15","2018-02-01","4","Outpatient appointments","1.54110751544502","NHS","43508"
"16","2018-02-01","4","Outpatient appointments","1.54110751544502","Independent Sector","681"
"17","2018-02-01","5","Inpatient admissions","17.2065139584825","NHS","9253"
"18","2018-02-01","5","Inpatient admissions","17.2065139584825","Independent Sector","1923"
"19","2018-02-01","5","Outpatient appointments","1.34583255986634","NHS","42516"
"20","2018-02-01","5","Outpatient appointments","1.34583255986634","Independent Sector","580"
"21","2018-03-01","1","Inpatient admissions","14.3954131258319","NHS","8361"
"22","2018-03-01","1","Inpatient admissions","14.3954131258319","Independent Sector","1406"
"23","2018-03-01","1","Outpatient appointments","1.54477101845523","NHS","36010"
"24","2018-03-01","1","Outpatient appointments","1.54477101845523","Independent Sector","565"
"25","2018-03-01","2","Inpatient admissions","14.8151676829268","NHS","8941"
"26","2018-03-01","2","Inpatient admissions","14.8151676829268","Independent Sector","1555"
"27","2018-03-01","2","Outpatient appointments","1.63345468480552","NHS","41070"
"28","2018-03-01","2","Outpatient appointments","1.63345468480552","Independent Sector","682"
"29","2018-03-01","3","Inpatient admissions","15.8287440042636","NHS","9476"
"30","2018-03-01","3","Inpatient admissions","15.8287440042636","Independent Sector","1782"
"31","2018-03-01","3","Outpatient appointments","1.81106661812887","NHS","43156"
"32","2018-03-01","3","Outpatient appointments","1.81106661812887","Independent Sector","796"
"33","2018-03-01","4","Inpatient admissions","17.6791749718346","NHS","9499"
"34","2018-03-01","4","Inpatient admissions","17.6791749718346","Independent Sector","2040"
"35","2018-03-01","4","Outpatient appointments","1.91305126082384","NHS","43838"
"36","2018-03-01","4","Outpatient appointments","1.91305126082384","Independent Sector","855"
"37","2018-03-01","5","Inpatient admissions","16.8016907361747","NHS","9448"
"38","2018-03-01","5","Inpatient admissions","16.8016907361747","Independent Sector","1908"
"39","2018-03-01","5","Outpatient appointments","1.57644394110985","NHS","43454"
"40","2018-03-01","5","Outpatient appointments","1.57644394110985","Independent Sector","696"
"41","2018-04-01","1","Inpatient admissions","13.9299369639351","NHS","8329"
"42","2018-04-01","1","Inpatient admissions","13.9299369639351","Independent Sector","1348"
"43","2018-04-01","1","Outpatient appointments","1.98979728105553","NHS","36696"
"44","2018-04-01","1","Outpatient appointments","1.98979728105553","Independent Sector","745"
"45","2018-04-01","2","Inpatient admissions","14.3666026871401","NHS","8923"
"46","2018-04-01","2","Inpatient admissions","14.3666026871401","Independent Sector","1497"
"47","2018-04-01","2","Outpatient appointments","1.95112710740671","NHS","41408"
"48","2018-04-01","2","Outpatient appointments","1.95112710740671","Independent Sector","824"
"49","2018-04-01","3","Inpatient admissions","16.0849909584087","NHS","9281"
"50","2018-04-01","3","Inpatient admissions","16.0849909584087","Independent Sector","1779"
"51","2018-04-01","3","Outpatient appointments","1.95894060492086","NHS","43792"
"52","2018-04-01","3","Outpatient appointments","1.95894060492086","Independent Sector","875"
"53","2018-04-01","4","Inpatient admissions","16.9809688581315","NHS","9597"
"54","2018-04-01","4","Inpatient admissions","16.9809688581315","Independent Sector","1963"
"55","2018-04-01","4","Outpatient appointments","2.20542601294441","NHS","44121"
"56","2018-04-01","4","Outpatient appointments","2.20542601294441","Independent Sector","995"
"57","2018-04-01","5","Inpatient admissions","17.0291489937731","NHS","9194"
"58","2018-04-01","5","Inpatient admissions","17.0291489937731","Independent Sector","1887"
"59","2018-04-01","5","Outpatient appointments","1.6752198584767","NHS","43492"
"60","2018-04-01","5","Outpatient appointments","1.6752198584767","Independent Sector","741"
"61","2018-05-01","1","Inpatient admissions","14.6079380445305","NHS","8821"
