"","der_activity_month","var_1","name","prop","sector","value"
"1","2018-02-01","East of England","Inpatient admissions","10.5207600281492","Independent Sector","598"
"2","2018-02-01","East of England","Inpatient admissions","10.5207600281492","NHS","5086"
"3","2018-02-01","East of England","Outpatient appointments","2.77160915613256","Independent Sector","649"
"4","2018-02-01","East of England","Outpatient appointments","2.77160915613256","NHS","22767"
"5","2018-02-01","London","Inpatient admissions","4.33477825941981","Independent Sector","260"
"6","2018-02-01","London","Inpatient admissions","4.33477825941981","NHS","5738"
"7","2018-02-01","London","Outpatient appointments","0.160004923228407","Independent Sector","52"
"8","2018-02-01","London","Outpatient appointments","0.160004923228407","NHS","32447"
"9","2018-02-01","Midlands","Inpatient admissions","15.276334435522","Independent Sector","1617"
"10","2018-02-01","Midlands","Inpatient admissions","15.276334435522","NHS","8968"
"11","2018-02-01","Midlands","Outpatient appointments","1.41496888132347","Independent Sector","532"
"12","2018-02-01","Midlands","Outpatient appointments","1.41496888132347","NHS","37066"
"13","2018-02-01","North East and Yorkshire","Inpatient admissions","17.7272727272727","Independent Sector","1560"
"14","2018-02-01","North East and Yorkshire","Inpatient admissions","17.7272727272727","NHS","7240"
"15","2018-02-01","North East and Yorkshire","Outpatient appointments","1.28868880135059","Independent Sector","458"
"16","2018-02-01","North East and Yorkshire","Outpatient appointments","1.28868880135059","NHS","35082"
"17","2018-02-01","North West","Inpatient admissions","32.4107793153678","Independent Sector","2670"
"18","2018-02-01","North West","Inpatient admissions","32.4107793153678","NHS","5568"
"19","2018-02-01","North West","Outpatient appointments","2.01300712294828","Independent Sector","455"
"20","2018-02-01","North West","Outpatient appointments","2.01300712294828","NHS","22148"
"21","2018-02-01","South East","Inpatient admissions","11.2852664576803","Independent Sector","864"
"22","2018-02-01","South East","Inpatient admissions","11.2852664576803","NHS","6792"
"23","2018-02-01","South East","Outpatient appointments","2.29709485063009","Independent Sector","782"
"24","2018-02-01","South East","Outpatient appointments","2.29709485063009","NHS","33261"
"25","2018-02-01","South West","Inpatient admissions","20.1060135258636","Independent Sector","1100"
"26","2018-02-01","South West","Inpatient admissions","20.1060135258636","NHS","4371"
"27","2018-02-01","South West","Outpatient appointments","0.562185619883618","Independent Sector","114"
"28","2018-02-01","South West","Outpatient appointments","0.562185619883618","NHS","20164"
"29","2018-03-01","East of England","Inpatient admissions","11.0675974799932","Independent Sector","650"
"30","2018-03-01","East of England","Inpatient admissions","11.0675974799932","NHS","5223"
"31","2018-03-01","East of England","Outpatient appointments","2.80542606358406","Independent Sector","668"
"32","2018-03-01","East of England","Outpatient appointments","2.80542606358406","NHS","23143"
"33","2018-03-01","London","Inpatient admissions","4.58466453674121","Independent Sector","287"
"34","2018-03-01","London","Inpatient admissions","4.58466453674121","NHS","5973"
"35","2018-03-01","London","Outpatient appointments","0.214854823789204","Independent Sector","72"
"36","2018-03-01","London","Outpatient appointments","0.214854823789204","NHS","33439"
"37","2018-03-01","Midlands","Inpatient admissions","13.7868868014043","Independent Sector","1453"
"38","2018-03-01","Midlands","Inpatient admissions","13.7868868014043","NHS","9086"
"39","2018-03-01","Midlands","Outpatient appointments","1.36222273626854","Independent Sector","530"
"40","2018-03-01","Midlands","Outpatient appointments","1.36222273626854","NHS","38377"
